,title,year,vote_count,vote_average,popularity,genres,overview
5816,25th Hour,2002,640,7,10.271871,"['Crime', 'Drama']","The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint."
5818,Gangs of New York,2002,1964,7,14.922399,"['Drama', 'History', 'Crime']","It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area."
21125,The Best Offer,2013,719,7,8.995603,"['Drama', 'Romance', 'Crime', 'Mystery']","Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core."
7725,Harry Potter and the Prisoner of Azkaban,2004,6037,7,28.460276,"['Adventure', 'Fantasy', 'Family']","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help."
5832,My Girl,1991,441,7,8.605742,"['Comedy', 'Drama', 'Family']","Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse..."
21161,Despicable Me 2,2013,4729,7,24.82355,"['Animation', 'Comedy', 'Family']",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.
7714,Escape from Alcatraz,1979,581,7,11.837667,"['Crime', 'Drama']","Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again."
7551,Infernal Affairs,2002,490,7,10.363082,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']","Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst."
7441,The Warriors,1979,451,7,11.457298,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']","Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail."
5851,Catch Me If You Can,2002,3917,7,19.833077,"['Drama', 'Crime']","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit."
7170,"Good bye, Lenin!",2003,602,7,10.605595,"['Comedy', 'Drama', 'Romance']",An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.
21243,Stuck in Love,2012,657,7,6.715938,"['Drama', 'Comedy']","An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year."
7278,Man on Fire,2004,1583,7,9.635691,"['Action', 'Drama', 'Thriller', 'Crime']","Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life."
21351,The Great Beauty,2013,745,7,8.176134,"['Comedy', 'Drama']","Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
6938,Hero,2002,647,7,9.861765,"['Drama', 'Adventure', 'Action', 'History']",One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.
21425,Blackfish,2013,456,7,5.495138,['Documentary'],"Notorious killer whale Tilikum is responsible for the deaths of three individuals, including a top killer whale trainer. Blackfish shows the sometimes devastating consequences of keeping such intelligent and sentient creatures in captivity."
21948,Dallas Buyers Club,2013,2973,7,14.785719,"['Drama', 'History']","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live."
21878,12 Years a Slave,2013,3787,7,30.316249,"['Drama', 'History']","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life."
6562,Lost in Translation,2003,1943,7,11.609441,['Drama'],"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America."
21792,Captain Phillips,2013,2495,7,13.776068,"['Action', 'Drama', 'Thriller']","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
6625,Videodrome,1983,464,7,7.945039,"['Horror', 'Mystery', 'Science Fiction']",A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.
7007,Monster,2003,500,7,7.189024,"['Crime', 'Drama']",Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.
21745,Blue Is the Warmest Color,2013,1114,7,4.938148,"['Romance', 'Drama']","Adele's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself."
6721,Mystic River,2003,1473,7,12.602438,"['Thriller', 'Crime', 'Drama', 'Mystery']","A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present."
6725,Kill Bill: Vol. 1,2003,5091,7,25.261865,"['Action', 'Crime']","An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last."
